,text,label
887,"As she prepares to leave, Calvin reveals that she is a product of his imagination and that he can indeed control her, and is capable of making her do anything he writes. A growing argument leads to a crazed Calvin demonstrating his power by making Ruby perform a series of ever more frenzied and humiliating acts as the type bars of the typewriter begin to jam in his excitement. Ruby, exhausted, collapses to the floor as Calvin hangs his head in anguish, before gently attempting to approach her. With a sudden burst of frenzied fear, Ruby runs out and locks herself in his room. Calvin, distraught and ashamed, writes a final page, which states that as soon as Ruby leaves the house she is no longer his creation, no longer subject to his will, and she is free. He leaves the manuscript outside her door with a note telling her to read the last page and that he loves her.",0
660," Q: Comrade Lev, why now, just when things are getting better for your people, are you applying for an exit visa to make aliyah to Israel?
A: Well, comrade, there are two reasons. One is that my next-door neighbor is Pamyat and he tells me that after they get rid of you communists, they are coming next after the Jews.
Q: But they will never get rid of us communists!
A: I know, I know, of course you are right! And that's the other reason. ",1
265,"As an additional rule, if someone gives a zemon a French kiss, the zemon will become their slave. They are given until morning to undo the curse, or else they're cursed for eternity. However, they neglect to come up with an easier way to break the curse. When Casper spends the entire evening preparing for the curse, his concerned mother believes him to be on drugs. Once 10 o'clock comes, Casper decides the curse is fake, makes eye-contact with his mother, and explains something happened at the Occult Barn, ending her worries. At a football game, players and cheerleaders begin killing themselves, and Casper and his friends realize the curse they made up has come true.",0
686," Long ago I gave my kid an iPod.
Last year he talked me into buying him an iPhone.
This year he said he needed an iPad.
I asked what the i- means and he said that's the way Apple name their products.
Now he's asking for an i7 laptop. My goodness, Apple have made so many things they've now run out of names! ",1
664,"On the evening of July 3, Malone watches a speech from President John F. Kennedy and mistakenly interprets the speech to mean avoiding war at any cost. President Kennedy rises out of the television set, corrects Malone regarding the intent of the speech, and informs him that he will be visited by three spirits. The following morning, Malone is visited by General George S. Patton (Kelsey Grammer), who shows him an alternate United States where slavery still exists because Abraham Lincoln (founder of the Republican Party) chose not to fight the Civil War. Malone later sees George Washington (Jon Voight) who gives a passionate speech about God's gift of freedom and the price many people pay for others to have it. Malone is visited by the angel of death (Trace Adkins), who takes him to a future Los Angeles completely taken over by radical Islamists. He is then taken to the ruins of his hometown in Michigan, which has been destroyed by a nuclear bomb planted by Al Qaeda.",0
826,"When he sees Lily wearing her mother's pin, he mistakes her for her mother for a second, and proceeds to grab her, draging her out of the house, all the while telling her she can't leave him. In a moment of panic, Lily calls him 'Daddy', causing him to come to his senses. She tells him she's staying there, and after August shows up to calm the scene, and assure him they'll take care of her, he reluctantly gives August permission to take care of Lily, for as long as she wanted to stay there. As T-Ray drives off, he admits that the day Deborah left, she wasn't only coming back for her stuff, but coming back for Lily. He says he lied because she wasn't coming back for him. Lily's voice-over states that she thought, as T-Ray drove off, saying ""Good riddance"", he was really saying ""Lily, you'll be better off here with all of these mothers.""",0
745," On a train from London to Manchester, an American was telling off the Englishman sitting across from him in the compartment. ""You English are too stuffy. You set yourselves apart too much. Look at me... in me, I have Italian blood, French blood, a little Indian blood, and some Swedish blood. What do you say to that?"" The Englishman said, ""Very sporting of your mother."" ",1
1014,"Parker and Leslie arrange for the jewels to be hidden and for her to be sent her cut. They part ways, Parker showing some regret as she leaves. Six months later, Parker goes to Chicago and kills the syndicate boss who hired Kroll to kill him. One year later, Leslie receives two hefty boxes in the mail containing several million dollars. The tomato farmers who saved Parker's life are shown talking to somebody about how they somehow got a great deal of money that has changed their lives. They credit the stranger, thinking he must have been an angel sent to test them.",0
591," A man rushed into a bar and ordered a double martini. The man downed it with one swallow, put a five dollar bill on the bar, and turned and rushed out of the bar. The bartender picked up the five dollar bill, and folded it carefully and tucked it in his vest pocket.

Just at that moment he looked up at the boss standing in the doorway staring at him. Doing a bit of fast thinking he said, ""Hi boss, did you see that fellow just now? Came in here, bought a double martini, gave me a five dollar tip, and rushed out without paying."" ",1
600," There was this cat who loved to get drunk, who went to the bar on the other side of the tracks. 
He stayed all night long and got so wasted he could barely stand up, much less walk. 

The cat starts to stumble home, and when he came to the train tracks, he didn't notice a train coming down the tracks. 

As he started to cross the tracks, the train zoomed by, and cut off his tail. The cat turned his head to see the damage, got his head stuck into the side of a speeding box car, and is instantly decapitated. 

The moral of the story â don't lose your head over a piece of tail! ",1
620," Believe it or not, Windows95 is not a virus, as many (millions) have claimed. You want proof? Look no further!

What's the difference between Windows95 and a virus?

Quality
 
Replicates Quickly
Virus: Yes
Windows95:  Yes
 
Uses up valuable system resources, slowing down the system as they do so
 Virus:   Yes
 Windows95: Yes
 
Occasional hard disk destruction
Virus: Yes
Windows95: Yes
 
Usually carried, unknown to the user, along with valuable programs and systems
Virus: Yes
Windows95:Yes

 Will occasionally make the user suspect their system is too slow and the user will buy new hardware
Virus:Yes
Windows95:Yes
 
Occasional meltdown of vital components
Virus:Yes
Windows95:Yes


Until now it seems Windows is a virus, but there are several fundamental differences. 
Viruses:

   1.are well supported by their authors
   2.are running on most systems
   3.have fast, compact and efficient source code
   4.become more sophisticated as they mature ",1
515," Bill and Tim are out one day test driving cars. They happen to pull up to the same stop light side by side.

Bill yells out his window, ""HEY TIM, Corvette?""

Tim yells back ""YUP THIS IS A CORVETTE""

Tim yells again ""HEY BILL, Audi?""

Bill jumps out of his car pulls up his shirt, points to his belly button and says, ""Nope! I got an INNY!"" ",1
812,"The Lutzes' 5-year-old daughter, Missy, developed an imaginary friend named ""Jodie,"" a demonic pig-like creature with glowing red eyes. In the early morning hours of Christmas Day 1975, George looked up at the house after checking on the boathouse and saw Jodie standing behind Missy at her bedroom window. When he ran up to her room he found her fast asleep with her small rocking chair slowly rocking back and forth. George would wake up to the sound of the front door slamming. He would race downstairs to find the dog sleeping soundly at the front door. Nobody else heard the sound although it was loud enough to wake the house.",0
595," Q: What kind of soup do dogs like?

A: Chicken Poodle!
___________________________________________

Q: Why DIDN'T the skeleton cross the road?

A: Because he didn't have the guts!

___________________________________________

Q: What's purple and makes you burp?

A: BELCH'S Grape Juice! ",1
269," ""Don't be afraid of the dog,"" said the lady to young Johnny,  who was delivering her groceries.  

""You know the old proverb, 'A barking dog never bites?'""

""Yes,"" replied young Johnny.  ""You know the proverb.  I know the proverb.  But does your dog know the proverb?"" ",1
1086,"This is because on their first meeting he asked for a Big Mac and Coke, although she had stated that it was a test wish and granted it before Elliot signed the contract. Elliot loses his patience and storms out of his office. Elliot visits a church looking for God's help, where he briefly confesses to a priest who seems sympathetic. However, after being asked whether he thinks asking the Devil for a Big Mac and Coke counts as a wish, the priest, believing he is drunk, has Elliot arrested. The sergeant books him, and the Devil, dressed as a police officer, throws him in a cell, telling him that she does like him, and it would not hurt to have her as a friend. Elliot's cellmate (Gabriel Casseus) tells him that he cannot possibly sell his soul as it belongs to God, and although the Devil may try to confuse him, in the end he will realise who he truly is, and what his purpose is.",0
1097, Julie: What time is it? Counsellor: Three o'clock. Julie: Ohno! Counsellor: What's the matter? Julie: I've been asking the time all day. And everybody gives me a different answer! ,1
744," During an Army war game a commanding officer's jeep got stuck in the mud. The C.O. saw some men lounging around nearby and asked them to help him get unstuck. ""Sorry sir,"" said one of the loafers, ""but we've been classified dead and the umpire said we couldn't contribute in any way."" The C.O. turned to his driver and said, ""Go drag a couple of those dead bodies over here and throw them under the wheels to give us some traction."" ",1
987," Su Wong marries Lee Wong. The next year the Wongs have a new baby. The nurse brings them over a lovely healthy bouncy definitely Caucasian white baby boy! ""Congratulations"" says the nurse to the new parents. ""What will you name the baby""? The puzzled father looks at his new baby boy and says ""Well two Wong's don't make a white so I think we will name him Sum Ting Wong! ",1
231,"Cloud, the boy who died thirteen years ago. While at lunch the next day after their date, an officer comes in and states that Tess's boat, the Querencia, has gone missing and parts of the ship have been found. Charlie is shocked at the thought that Tess could be dead. He had heard of ""middle ground"" where spirits would stay until they were ready to pass over to the next level. He had seen many come and go quickly and others who liked to stay like his brother. In the meantime everyone in the town in possession of a boat, including Charlie, explores the harbor in order to look for Tess's body.",0
668,"She doesn't quite know what to make of his approach, shares some wine to be polite, then asks him to leave. He returns the next day, trying the same trick with champagne, and this time she allows him to touch her butt momentarily. As she heads back home the next day she decides to go back and have sex with Mike in the laundry room. Mike realizes his feelings for Sue and flies to her home in Baltimore. She's shocked to see him there, but out of courtesy allows him to stay with her until morning when he can go back home. After spending some time together they get to know each other better as friends, and soon after Mike returns home, Sue stays at the motel again.",0
915,"She is now more frightened of Malloy than ever, but goes home and gets drunk, and almost stumbles into bed with her student before throwing him out. Malloy's partner is outside watching as the young man runs out, and Frannie shouts out the window that Malloy should stay away from her. But he comes over and helps her clean herself up, and she can't decide if she should trust him. So she cuffs him to a pipe and makes love to him, and as soon as she is done he starts rattling the cuffs, demanding to be set free. She is fishing in his jacket for the keys when she finds the missing charms from her bracelet, which he claims he found and was planning to return to her. She suddenly becomes very suspicious of him, and he gets scared and yells at her.",0
685,"Sara reveals her opinion that fate determines many of her decisions in life. They encounter each other again when they both have to return to the restaurant to retrieve things that they had left behind. Considering this to be fate, they spend more time together and just after they exchange phone numbers Sara's gets blown into the wind. She interprets this as a bad omen so instead suggests alternative ways to put their numbers out into the universe. She suggests that one put their name and phone number on a $5 bill and the other on the front endpaper of a book that will be sold the next day. If each finds the other's item they are meant to be together, and can make contact.",0
742," One summer evening during a violent thunderstorm a mother was tucking her small boy into bed. She was about to turn off the light when he asked with a tremor in his voice, ""Mommy, will you sleep with me tonight?"" The mother smiled. ""I can't dear,"" she said. 'I have to sleep in Daddy's room."" The little boy replied with a shaking voice, ""The big sissy."" ",1
869," A hunter visited another hunter and was given a tour of his home. Ibn the den was a stuffed lion. The visiting hunter asked ""when did you bag him?""  The host said ""that was three years ago when I went hunting with my wife.""  ""What's he stuffed with"" asked the visiting hunter.  ""My wife."" ",1
947,"Three years later, they are settled into their new normal life. After Spencer surprises Jen with a remodeled office, she gives him a birthday surprise: tickets to Nice to celebrate his birthday and their three years. Because of his dubious connections to Nice, Spencer is less than enthusiastic. When Jen's friends ask about his reaction, they take it as a sign that he might be getting bored and fill her head with doubts. Meanwhile, Spencer gets a postcard from his old boss and the ultimatum to take another assignment. While trying to refuse him long distance, Jen's father shows up to take Spencer to dinner, so Spencer hangs up the phone, prompting suspicion in Mr. Kornfeldt.",0
415,"She tells him she's staying there, and after August shows up to calm the scene, and assure him they'll take care of her, he reluctantly gives August permission to take care of Lily, for as long as she wanted to stay there. As T-Ray drives off, he admits that the day Deborah left, she wasn't only coming back for her stuff, but coming back for Lily. He says he lied because she wasn't coming back for him. Lily's voice-over states that she thought, as T-Ray drove off, saying ""Good riddance"", he was really saying ""Lily, you'll be better off here with all of these mothers."" Lily is shown writing the contents of the entire story into the notebook that Zach gave her, and she puts it in May's wall and is wearing Zach's necklace. She walks off into the honey house.",0
519," An elderly man called 911 and said he thought his wife might be dead.

Operator: ""MIGHT be dead? Sir, can't you tell if she is dead?""

Man: ""I'm not quite sure.""

Operator: ""Well, what makes you THINK that she could be dead?""

Man: ""Well, the sex is the same, but the dishes are beginning to pile up in the sink."" ",1
825," A little girl asked her mother, ""How did the human race appear?"" The mother answered, ""God made Adam and Eve and they had children, and so was all mankind made.."" Two days later the girl asked her father the same question.. The father answered, ""Many years ago there were monkeys from which the human race evolved."" The confused girl returned to her mother and said, ""Mom, how is it possible that you told me the human race was created by God, and Dad said they developed from monkeys?"" The mother answered, ""Well, dear, it is very simple. I told you about my side of the family and your father told you about his."" ",1
341,"""We were going to use twins, but I think Tom and Eddie would be great"" said Jerry. ""They sure fooled all of us"". Pop asks Tom if that is definitely what he would like to do and after hearing the excited reply finally gives his approval and blessing to Tom. Milles tells Eddie that he is a lot younger than he was when he first started acting and says that the most important thing he learned was to be gracious and treat people with respect. He asks if Eddie can do that, to which he replies, ""I will now!"" and he does, just insulting Elizabeth jokingly at the filming of Prince and the Pauper, which she does back.",0
98," One night, after a long hard day at work a politician went home. It was fairly late, around 10:00 p.m.All of the sudden, a masked man jumped out of the bushes and demanded all the politician's money.""You can't do that!!"" The politician cried. ""I'm a politician!""""Oh,"" said the masked man, ""in that case give me all MY money!!"" ",1
753,"Meanwhile, after coming up empty while searching the casino for Downs, Dennison is convinced he's gotten away, and directs Bryant to go home and get some sleep. Bryant gives him the key to the women's locker with the cocaine, and heads for the exit. Vincent infiltrates the casino in his police uniform, but crosses paths with Bryant on her way out and chased into one of the hotel rooms. They fight, and he subdues her before revealing he's been undercover on behalf of Internal Affairs for the last two years to dismantle the crime ring within the police department. He knows his partner Cass is a drug-runner, knew details about a previous investigation by Bryant, and is now attempting to find the senior member of law enforcement that is covering everything up. A skeptical Bryant directs him to the locker room to retrieve the cocaine, but the drugs have recently been removed by Dennison.",0
653,"The guy observes that the oncoming car, which did not stop, has left no tire tracks in the snow. While the guy walks back to the gas station, the girl sees a dark figure stagger past the car. She calls out, but it ignores her. The guy returns, saying the gas station is closed, but she does not think he has been gone long enough. Huddling in the car, the guy reveals that he had been watching her for some time. He lives ten minutes from campus, but saw her texting about the ride share in class, leading him to post the notice offering a ride to Wilmington.",0
447,"His father, meanwhile, offers to let Vince stay with him. The following day, he goes to his first training camp with the Eagles. As the days of training camp progress, Papale endures a life full of hard work and disrespect from the other players. Papale goes out on a date with Janet one night, but didn't think he'd still be on the team. He says he's not sure he can start a new relationship at that time, because he is focused on trying his best to make the team and she claims she didn't know it was a date. She goes to help out at the bar and he leaves.",0
270,"One of them throws popcorn at Frank. Frank and Roxy shoot and kill all but the least aggravating of them, whom Frank thanks for not being rude. Subsequently, they kill several others, including a rude man who double-parks his car, several extremist right religious protesters and Michael Fuller (Regan Burns), a popular, abrasive conservative political television commentator. During an evening while they're lying low, Roxy suggests to Frank that they move to France and 'go legit', to raise goats and make cheese, and avoid prosecution for the murders they've committed. Returning a phone message from his doctor, Frank learns there was a mix-up with his MRI results (the image was of another patient named Frank) and that he has no tumor and probably just suffers from any one of a number of relatively inconsequential ailments. Frank's new lease on life is spoiled when, while eating breakfast in the motel diner with Roxy and discussing their travel-to-France plans, a leering redneck at the next table labels Roxy an underage prostitute and Frank her pimp.",0
792,"In 2014, a radio DJ gets a letter from his first love that brings up almost-forgotten memories of the past. 23 years ago in 1991, five friends spend the summer together. One of them, shy and innocent Beom-sil falls in love with Soo-ok. Beom-sil has a noticeable crush to Soo-ok and waits by the girl's window during the summer. Soo-ok suffers with a leg that can't make her walk properly so she is always carried by Boem-sil. The love blossoms and how he always sees her as the girl he had want to marry. .",0
1061," For weeks a six-year old lad kept telling his  first-grade teacher about the baby brother or sister that was expected at his house. One day the mother allowed the boy to feel the movements of the unborn child. The six-year old was obviously impressed but made no comment. Furthermore he stopped telling his teacher about the impending event. The teacher finally sat the boy on her lap and said ""Tommy whatever has become of that baby brother or sister you were expecting at home?"" Tommy burst into tears and confessed ""I think Mommy ate it!"" ",1
995,"Dylan also finds an article online stating that Jack had shot Evelyn and another policeman, Noah (Jack Ellis), down in the Grand Central Station in a fit of jealous rage before being gunned down by other policemen on 18 April 1986, which was the day both Dylan and Sarah were born. Dylan then visits Evelyn's sister, and she gives Dylan a stack of letters that Jack wrote to Evelyn as she could never bear to read them and shows him the necklace she is wearing saying that it was all she needs to remember her. The necklace is identical to the one that Dylan had seen Sarah wear. She also tells him that Noah; the policeman was taking Evelyn to Millhurst to keep her safe from Jake and that it seemed that he was also in love with Evelyn. Noah goes to the Grand Central Station to buy a ticket for the Millhurst Express, but is told that the service was terminated 30 years ago and now the train is known as the Poughkeepsie Express. At exactly 2:22 PM the chandelier crashes to the floor.",0
801," A lonely frog telephoned the Psychic Hotline and asked what his future holds. His Personal Psychic Advisor tells him: ""You are going to meet a beautiful young girl who will want to know everything about you."" The frog is thrilled, ""This is great! Will I meet her at a party?"" he croaks. ""No,"" says the psychic, ""in biology class."" ",1
1025," A journalist had done a story on gender roles in Kuwait several years before the Gulf War and she noted then that women customarily walked about 10 feet behind their husbands. She returned to Kuwait recently and observed that the men now walked several yards behind their wives. She approached one of the women for an explanation. ""This is marvelous"" said the journalist. ""What enabled women here to achieve this reversal of roles?"" Replied the Kuwaiti woman: ""Land mines"" ",1
119,"Brad imagines that after this they will both probably end up on one of those morning talk shows where everyone goes to reveal their woes. Suddenly, soldiers appear and grab Lexi, and prevent Brad from coming outside. One soldier manages to calm Brad down and explains to him that because he did such a good job sealing up the house, there is no new air to circulate through, but also explains that, unfortunately, when Lexi broke the door window, the virus was brought inside and has now multiplied to lethal levels, making the air inside extremely dangerous. Brad doesn't understand what the soldier is saying and insists that they bring his wife back. A large heavy piece of plywood is put over the back door, completely covering it. A hole is drilled through the wood and a pipe appears through which a gas starts to be pumped in.",0
573," Airman Jones was assigned to the induction center where he was to advise new recruits about their government benefits, especially their GI insurance.

It wasn't long before Captain Smith noticed that Airman Jones had almost a 100% record for insurance sales, something that had never happened before.

Rather than ask about this, the Captain stood in the back of the room and listened to Jones's sales pitch. Jones explained the basics of the GI Insurance to the new recruits, and then said:

""If you have GI Insurance and go into battle and are killed, the government has to pay $200,000 to your beneficiaries. If you don't have GI insurance, and you go into battle and get killed, the government has to pay only a maximum of $6000.""

""Now,"" he concluded, ""which bunch do you think they are going to send into battle first?"" ",1
896,"During the official launch of the K-19, the bottle of champagne fails to break when it strikes the bow, considered to be a sign of ill fortune (according to some naval traditions, a young woman is supposed to break a bottle of alcoholic/celebratory beverage against a ship's hull at its christening/maiden launch; if the bottle did not break, it was taken to be an ill omen). With Captain Vostrikov's constant drilling, the crew's performance improves. The first mission of the K-19 is to surface in the Arctic to fire an unarmed intercontinental ballistic missile as a test, then to patrol a zone in the Atlantic within striking range of New York City and Washington D.C. as a Soviet deterrent to American ambitions. To test the submarine's limits, Vostrikov orders the K-19 to submerge past its maximum operational depth of 250 meters to a depth closer to its ""crush depth"" (300 meters), then surface rapidly at full-speed to break through the Arctic pack-ice, estimated at no more than one meter thick. Polenin regards this maneuver as dangerous and storms off the bridge. Scraping along the underside of the ice, the K-19 breaks through with little difficulty.",0
436,"They try to chase him, but he jumps inside of an ice cream van. They end up seeing two of the members from Zeke's Bigfoot search club, and get into the van with them. They continue to chase after Bigfoot, until the newscast van hurries and jump in front of them. Judy and the others drive around them, and end up finding them in the Fun Zone, an old amusement park. Bigfoot and the ice cream van driver (discovered to be Mr. Todd) get out of the van. They find out that Bigfoot really is Zeke in disguise, and that he was helping Mr. Todd sell ice cream.",0
909,"That night, at the disco, Josh goes outside but is attacked by a gang of local kids known as the ""Bubblegum gang"" and is rescued by the Dutch businessman, buying him a beer to thank him and apologise for his reaction on the train. Paxton and Josh have sex with Natalya and Svetlana, while Óli leaves with the desk girl, Vala. The next morning, they are surprised to see that Óli hasn't returned, and they are unable to contact him. They are later approached by a Japanese girl named Kana, who shows them a photo of Óli and her friend Yuki, who has disappeared as well. They get a selfie from Óli who told them he went home but they find it strange and unusual for him. Although Josh is anxious to leave, Paxton convinces him to stay one more night to have sex with the girls again.",0
567," A U.S. Mint spokesperson announced the plans for a new fifty-cent piece that was being issued in the honor of two great American patriots. On one side of the coin would be Theodore Roosevelt, on the other, Nathan Hale. When questioned by a reporter why two people were going to appear on the same coin, the spokesperson replied, ""These two men were selected to simplify life for a vast majority of Americans.""

The reporter then asked, ""Could you explain how this would simplify life for Americans?""

The official responded, ""Certainly, I'd be happy to. Now, when they toss a coin, they can simply call Ted's or Hale's."" ",1
1072,"While driving Sarah to the bar to meet the others, Edy appears to have a heart attack and stomps on the brakes. Luckily, they skid into a parking area and no one is injured; Sarah is able to fetch Edy's medication from the glove box in time. As Sarah looks at the bottles, she realizes that Edy is really very ill and that that's the reason he's getting those phone calls (the doctor). Edy makes her promise to not tell anyone, since he doesn't want anyone to worry so they can enjoy the holidays. At the bar, everyone takes the chance to have some fun, drinking and dancing. Sarah gets hammered and starts dancing with Mauricio.",0
963,"He tells them his wife is pregnant and they don't know what they are talking about and angrily hangs up. Bubba assures Phil they made a mistake, that ""they don't know everything"". Phil then questions aloud if this means Justine isn't pregnant. She also assures Phil that they just made a mistake. The next morning Justine quickly packs a suitcase. While waiting at the light to turn toward either the hotel or the Retail Rodeo store, she assess her future if she stays versus if she runs away and becomes a fugitive with Holden.",0
471," Two blondes went out into the woods on a hunting trip.
They are out there for several hours, and discover that they are lost!
One says, ""I heard that if you're lost in the woods, you fire three shots in the air, and wait for someone to come and rescue you.""
""Ok,"" says her pal, ""let's do it.""
So they did, and waited to be rescued, but no-one came to their aid, so after an hour, they fired three more shots in the air, and waited again.
It's nearly dark by now, and one says to the other, ""I hope someone comes soon, we're down to our last three arrows."" ",1
614,"Her husband Graham, mother Bernie, and brother Jimmy implore her to stop, but when Guerin confronts Gilligan at his home and is savagely beaten, she becomes more determined to expose him. Rather than press charges, which would necessitate her removal from the story, she forges ahead with the investigation. On 26 June 1996, Guerin appears in court to respond to parking tickets and speeding penalties that she had ignored. She is given a nominal fine of IR£100. En route home she calls her mother and then her husband to report the good news. She is speaking to her office while stopped at traffic light on the Naas Dual Carriageway when two men riding a motorcycle pull up beside her.",0
941,"On day 488, Summer is waiting for Tom at his favorite spot in the city and they talk. Summer says she got married because she felt sure about her husband, something she wasn't with Tom. She explains that Tom was right about true love existing; he was just wrong about it being with her. Summer puts her hand on Tom's and says she is glad to see he is doing well. As she leaves, Tom tells her he really hopes she is happy. Twelve days later, on Wednesday, May 23, Tom attends a job interview and meets a girl who is also applying for the same job.",0
216," ""Please, God,"" the man prayed, ""you know me.  I'm always praying to you, yet I've had nothing but bad luck, misery and despair.  Look at the butcher next door.  He's never prayed in his life, and he enjoys prosperity, health and happiness.  How come a believer like me is always in trouble, and he's always doing so well?""

""Because,"" a voice boomed from the heavens, ""the butcher doesn't bug me, that's why!"" ",1
849," She was in the kitchen doing the boiled eggs for breakfast. He walks in. She says, ""You've got to make love to me -- this very moment."" He thinks, ""This is my lucky day"", and gives it his all on the kitchen table. He says afterwards, ""What was that all about?"" She says, ""The egg timer's broken."" ",1
3," This blonde had a near death experience the other day. She climbed on top of a horse, and all of a sudden it started moving. She was a little frightened, this was her first time, but she kept on the horse. Then the horse started going fast and got out of control, and the blonde couldn't stay on, she fell of, but her foot got stuck, and she was dragging on the ground. She started screaming, and was in great pain. Then the wal-mart manager came outside and unplugged the horse. ",1
671," As I always say, ""REAL men don't shave below the neck.""

Well, unless they are a body builder, I guess you have to show it off.

Then again, it might be good for a boxer to be more slippery so punches have less ""stick"" or whatever.

Yea, I guess it's the same with kick boxers.

Also, I guess porn stars have their reasons.

And male models....

OK, I guess I meant that ""REAL men don't shave below the neck, unless they can beat me up, of course."" ",1
1098," In Alaska's National Forests a  tourists guide was giving a talk to a group of tourists about hiking in grizzly bear territory: ""Most bear encounters occur when hikers being extra quiet along the trails in hopes of viewing wildlife accidentally stumble into bears. The resulting suprise can be catastrophic."" To avoid this he suggested that each hiker wear tiny bells on their clothing to warn the bears of their presence. ""Also"" he said further ""be especially cautious when you see signs of bears in the area especially when you see bear droppings."" One tourist asked ""How do you identify bear droppings?"" ""Oh that's easy"" the guide explained ""its the ones with all the tiny bells in them!"" ",1
146,"The film takes place six years after the events of the first film, which took place in 1940. Ralphie is now fifteen years old, and all he wants is a used 1939 Mercury Eight convertible for Christmas. He tries testing the car out when he sees it on a display ramp, but he accidentally causes the car to roll back out of the used car lot and gently tap a light pole, causing a plastic reindeer on the pole to loosen and fall through the convertible top. Ralphie bands together with Flick and Schwartz to raise enough money to pay the dealer back for fixing it before Christmas so that the car dealer won't have Ralph arrested and presumably thrown in jail. He and his friends get a job and after going through several departments at the Higbee's store and in the end getting into a fight with the store Santa and then each other they all get fired. Ralphie does get his job back after some begging and pleading, but by Christmas Eve he finds he is still $1 short, so he and Flick rob Schwartz of his ""lucky buck"".",0
738,"This sends the whole town into a frenzy. Eventually, the Head of the Fire Department calms down enough to ask him what is happening. Chicken Little says that a piece of the sky shaped like a stop sign had fallen on his head, but he is unable to find the piece. His father, Buck Cluck, assumes that this ""piece of sky"" was just an acorn that had fallen from the tree, making Chicken Little the laughingstock of the town. A year later, Chicken Little remains ostracized and unhappy. Trying to help, his friend Abby Mallard encourages Chicken Little to talk to his father, but he really only wants to make his dad proud of him.",0
807," An escaped convict broke into a house and tied up a young couple who had been sleeping in the bedroom. As soon as he had a chance, the husband turned to his voluptuous young wife, bound up on the bed in a skimpy nightgown, and whispered, ""Honey, this guy hasn't seen a woman in years. Just cooperate with anything he wants. If he wants to have sex with you, just go along with it and pretend you like it. Our lives depend on it."" ""Dear,"" the wife hissed, spitting out her gag, ""I'm so relieved you feel that way, because he just told me he thinks you are really cute!"" ",1
23,"When they arrived, she tried to slit her throat, but couldn't do it herself and so she begged Jerry to finish the job to end her suffering. The police had found Jerry standing over his dead mother with a piece of broken glass and he is committed instead. Jerry sobs in front of Lisa, who comforts him. They go back to her house and spend the night together. When Jerry returns home the next morning, he still feels pressured into killing someone else by Fiona and Mr. Whiskers, and seems unsure of what to do next. Lisa finds out Jerry's address through accounting and delivers a gift to his house.",0
73," Some favorite messages spotted on church signs or billboards, submitted by Beliefnet members:

-Fire Insurance Inside
-This Church Is Prayer Conditioned
-God Answers Knee Mail
-PRAY NOW! Avoid Christmas Rush!
-Sign broken, come inside for message
-This is a ch--ch. What's missing? U R!
-Regis isn't the only on to offer a lifeline
-Stop in the name of love and meet the Supreme
-Wal-Mart's not the only savings place
-The best position is on your knees! ",1
435," A man and his wife are dining at a  table in  a plush restaurant, and the husband keeps staring at an old drunken lady swigging her gin as she sits alone at a nearby table.

Finally the wife asks, ""Do you know her?""

""Yes,"" sighs the husband, ""She's my  ex-wife. She took to drinking right after we divorced seven years ago, and I hear she  hasn't been sober since.""

""My God!"" says  the wife, ""Who would think a person could go on celebrating that long?"" ",1
62,"Basil then reveals that he can't go on the heist because he’s now taken an honest job in order to be worthy of Michelle, and leaves. During the heist itself, everything that can go wrong, does. Toto loses his pants, Pero bites off the tip of his tongue, and they find that their floor plans are out of date when they break through the wrong wall (into the kitchen) at 3 am. They realize there is not enough time left to reach and crack open the safe, but Toto finds $1,000 in a cookie jar and so they decide to heat some soup on the apartment stove so as to eat before leaving – whereupon the stove blows up. After the explosion, the group is standing at the bus stop. Riley suggests that they shouldn't see one another again, but just as he gets on the bus the other three decide to give Riley all of the $1,000 for his wife’s jail fine.",0
308,"In 1969, a mass murder occurs in which a man kills people on his block. As he shoots the neighbors, he continuously asks if anyone spoke about ""the name"" which cannot be said. He also repeats the same thing over and over: ""Don't say it, don't think it; don't think it, don't say it."" In present day, Elliot, his girlfriend Sasha, and best friend John move into an off-campus house not far from their college. Soon, mysterious things start to happen, such as Sasha developing a strange cough and Elliot finding coins in a nightstand that continually reappear. Elliot also finds writing consisting of ""don't think it, don't say it"", and a name: the Bye Bye Man.",0
689,"Jack decides that summer is too far away to wait for a date with Connie. He decides that a nice dinner would be a good place to start. When Connie says that no one has ever cooked a meal for her, Jack decides that he wants to be the chef and cook for her. This adds another set of lessons to be learned as Jack does not know how to cook. Clyde sets Jack up with a chef friend of Lucy's to learn the culinary art form. As Jack strives to perfect swimming and cooking, he begins to get a look behind the veil of the marriage of his friends, which is straining under the weight of mutual occasional infidelities.",0
362," A biker walks into a yuppie bar and shouts, ""All lawyers are assholes!"" He looks around, obviously hoping for a challenge. Finally a guy comes up to him, taps him on the shoulder, and says, ""Take that back."" The biker says, ""Why? Are you a lawyer?"" ""No, I'm an asshole."" ",1
287," A blonde girl was at school staring at a puzzle on her desk that she could not figure out. The teacher comes by and tells her, ""You can solve it! Just use your head!"" The teacher comes back to check on the blonde and she saw her head all bruised up. The teacher said, ""What happened?!"" Then the blonde says, ""Well, you told me to use my head."" ",1
